# schema: mycobot_lfd_trajectory
# version: 1
# trial_id: line_sample
# shape: line
# source: synthetic
# frames: {reference: workpiece, tool: joint6_flange}
# workpiece:
#   parent: g_base
#   xyz: [0.13, -0.06, 0.05]
#   rpy: [0.0, 0.0, 0.0]
# sample_rate_hz: 100.0
# weaving: {amplitude_m: 0.005, frequency_hz: 1.0, travel_speed_mps: 0.01}
# created: '2026-07-16T00:00:00'
t,x,y,z,qw,qx,qy,qz
3.040000,0.030400,0.001243,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.050000,0.030500,0.001545,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.060000,0.030600,0.001841,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.070000,0.030700,0.002129,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.080000,0.030800,0.002409,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.090000,0.030900,0.002679,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.100000,0.031000,0.002939,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.110000,0.031100,0.003187,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.120000,0.031200,0.003423,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.130000,0.031300,0.003645,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.140000,0.031400,0.003853,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.150000,0.031500,0.004045,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.160000,0.031600,0.004222,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.170000,0.031700,0.004382,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.180000,0.031800,0.004524,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.190000,0.031900,0.004649,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.200000,0.032000,0.004755,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.210000,0.032100,0.004843,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.220000,0.032200,0.004911,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.230000,0.032300,0.004961,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.240000,0.032400,0.004990,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.250000,0.032500,0.005000,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.260000,0.032600,0.004990,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.270000,0.032700,0.004961,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.280000,0.032800,0.004911,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.290000,0.032900,0.004843,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.300000,0.033000,0.004755,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.310000,0.033100,0.004649,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.320000,0.033200,0.004524,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.330000,0.033300,0.004382,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.340000,0.033400,0.004222,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.350000,0.033500,0.004045,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.360000,0.033600,0.003853,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.370000,0.033700,0.003645,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.380000,0.033800,0.003423,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.390000,0.033900,0.003187,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.400000,0.034000,0.002939,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.410000,0.034100,0.002679,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.420000,0.034200,0.002409,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.430000,0.034300,0.002129,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.440000,0.034400,0.001841,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.450000,0.034500,0.001545,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.460000,0.034600,0.001243,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.470000,0.034700,0.000937,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.480000,0.034800,0.000627,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.490000,0.034900,0.000314,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.500000,0.035000,0.000000,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.510000,0.035100,-0.000314,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.520000,0.035200,-0.000627,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.530000,0.035300,-0.000937,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.540000,0.035400,-0.001243,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.550000,0.035500,-0.001545,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.560000,0.035600,-0.001841,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.570000,0.035700,-0.002129,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.580000,0.035800,-0.002409,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.590000,0.035900,-0.002679,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.600000,0.036000,-0.002939,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.610000,0.036100,-0.003187,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.620000,0.036200,-0.003423,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.630000,0.036300,-0.003645,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.640000,0.036400,-0.003853,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.650000,0.036500,-0.004045,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.660000,0.036600,-0.004222,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.670000,0.036700,-0.004382,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.680000,0.036800,-0.004524,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.690000,0.036900,-0.004649,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.700000,0.037000,-0.004755,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.710000,0.037100,-0.004843,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.720000,0.037200,-0.004911,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.730000,0.037300,-0.004961,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.740000,0.037400,-0.004990,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.750000,0.037500,-0.005000,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.760000,0.037600,-0.004990,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.770000,0.037700,-0.004961,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.780000,0.037800,-0.004911,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.790000,0.037900,-0.004843,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.800000,0.038000,-0.004755,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.810000,0.038100,-0.004649,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.820000,0.038200,-0.004524,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.830000,0.038300,-0.004382,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.840000,0.038400,-0.004222,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.850000,0.038500,-0.004045,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.860000,0.038600,-0.003853,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.870000,0.038700,-0.003645,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.880000,0.038800,-0.003423,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.890000,0.038900,-0.003187,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.900000,0.039000,-0.002939,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.910000,0.039100,-0.002679,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.920000,0.039200,-0.002409,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.930000,0.039300,-0.002129,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.940000,0.039400,-0.001841,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.950000,0.039500,-0.001545,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.960000,0.039600,-0.001243,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.970000,0.039700,-0.000937,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.980000,0.039800,-0.000627,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
3.990000,0.039900,-0.000314,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
4.000000,0.040000,-0.000000,0.008000,0.0000000,1.0000000,0.0000000,0.0000000
